Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
23,"AP Rajan","A review on serverless architectures-function as a service (FaaS) in cloud computing",2020,"Telkomnika (Telecommunication Computing …","telkomnika.uad.ac.id","http://telkomnika.uad.ac.id/index.php/TELKOMNIKA/article/view/12169","https://scholar.google.com/scholar?cites=13704644185510677343&as_sdt=2005&sciodt=0,5&hl=en",126,"2023-11-04 14:24:16","","","","",,,,,23,7.67,23,1,3,"… of serverless computing paradigm. This review paper presents a comprehensive study on serverless … of the working principle of serverless computing reference model adapted by AWS …","http://telkomnika.uad.ac.id/index.php/TELKOMNIKA/article/download/12169/7565","https://scholar.google.com/scholar?q=related:X4t8wkatML4J:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
84,"B Carver, J Zhang, A Wang, A Anwar, P Wu…","Wukong: A scalable and locality-enhanced framework for serverless parallel computing",2020,"Proceedings of the 11th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3419111.3421286","https://scholar.google.com/scholar?cites=4250215922494575714&as_sdt=2005&sciodt=0,5&hl=en",112,"2023-11-04 14:24:16","","10.1145/3419111.3421286","","",,,,,84,28.00,14,6,3,"… a major challenge for serverless execution frameworks, which … We demonstrate that, for serverless parallel computations, … deployment of our new serverless parallel framework, called …","https://arxiv.org/pdf/2010.07268","https://scholar.google.com/scholar?q=related:YpT_5tzM-zoJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
30,"B Carver, J Zhang, A Wang…","In search of a fast and efficient serverless dag engine",2019,"2019 IEEE/ACM Fourth …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8955207/","https://scholar.google.com/scholar?cites=9748957624838087432&as_sdt=2005&sciodt=0,5&hl=en",202,"2023-11-04 14:24:16","","","","",,,,,30,7.50,8,4,4,"… In this paper, we thoroughly investigate the problem space of DAG scheduling in serverless … serverless-aware. These techniques have been implemented in WUKONG, a serverless, …","https://arxiv.org/pdf/1910.05896","https://scholar.google.com/scholar?q=related:CGPPvk5BS4cJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
69,"B Cheng, J Fuerst, G Solmaz…","Fog function: Serverless fog computing for data intensive iot services",2019,"2019 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8814084/","https://scholar.google.com/scholar?cites=1153011286124853301&as_sdt=2005&sciodt=0,5&hl=en",347,"2023-11-04 14:24:16","","","","",,,,,69,17.25,17,4,4,"… the simplicity of serverless computing, but … serverless fog computing to support data-centric IoT services in an edge-cloud environment. We address the limitations of existing serverless …","https://arxiv.org/pdf/1907.08278","https://scholar.google.com/scholar?q=related:Nfh846dRABAJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
22,"B Soltani, A Ghenai, N Zeghib","Towards distributed containerized serverless architecture in multi cloud environment",2018,"Procedia computer science","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877050918311153","https://scholar.google.com/scholar?cites=11297041071200000354&as_sdt=2005&sciodt=0,5&hl=en",467,"2023-11-04 14:24:16","","","","",,,,,22,4.40,7,3,5,"… the Serverless architecture (Section 2). In this paper, we aim at extending the Serverless … cluster manager technology to distribute the Serverless architecture and apply its principles …","https://www.sciencedirect.com/science/article/pii/S1877050918311153/pdf?md5=d90379b4bcfd8374bc40cae9e7f1c37c&pid=1-s2.0-S1877050918311153-main.pdf","https://scholar.google.com/scholar?q=related:Ytnf_f8mx5wJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
35,"B Wang, A Ali-Eldin, P Shenoy","Lass: Running latency sensitive serverless computations at the edge",2021,"… of the 30th international symposium on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3431379.3460646","https://scholar.google.com/scholar?cites=1003590132401128306&as_sdt=2005&sciodt=0,5&hl=en",192,"2023-11-04 14:24:16","","10.1145/3431379.3460646","","",,,,,35,17.50,12,3,2,"… our focus on serverless edge computing in this paper. Serverless computing at the edge raises a different set of research challenges compared to traditional serverless in the cloud. First…","https://dl.acm.org/doi/pdf/10.1145/3431379.3460646","https://scholar.google.com/scholar?q=related:ckPbfeh37Q0J:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
14,"B Zambrano","Serverless Design Patterns and Best Practices: Build, secure, and deploy enterprise ready serverless applications with AWS to improve developer productivity",2018,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=lppVDwAAQBAJ&oi=fnd&pg=PP1&dq=serverless&ots=IZSRvxv8Iw&sig=IFAcHQsfPrZSmNiIvYlNFAKuoec","https://scholar.google.com/scholar?cites=3225132867354931533&as_sdt=2005&sciodt=0,5&hl=en",341,"2023-11-04 14:24:16","BOOK","","","",,,,,14,2.80,14,1,5,"… to serverless applications Understand key concepts and components in serverless designs Walk … of architecting serverless applications Book Description Serverless applications handle …","","https://scholar.google.com/scholar?q=related:TbEgYEH5wSwJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
19,"BC Ghosh, SK Addya, NB Somy…","Caching techniques to improve latency in serverless architectures",2020,"2020 International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9027427/","https://scholar.google.com/scholar?cites=11852885958412729714&as_sdt=2005&sciodt=0,5&hl=en",435,"2023-11-04 14:24:16","","","","",,,,,19,6.33,5,4,3,"… one serverless function, the performance in terms of latency of serving requests often degrades severely. In this work, we analyze different serverless … latency in serverless architecture is …","https://arxiv.org/pdf/1911.07351","https://scholar.google.com/scholar?q=related:cv1n2vrofaQJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
26,"BD Lee, MA Timony, P Ruiz","DNAvisualization. org: a serverless web tool for DNA sequence visualization",2019,"Nucleic acids research","academic.oup.com","https://academic.oup.com/nar/article-abstract/47/W1/W20/5512090","https://scholar.google.com/scholar?cites=8477964527188943004&as_sdt=2005&sciodt=0,5&hl=en",239,"2023-11-04 14:24:16","","","","",,,,,26,6.50,9,3,4,"… and performant manner via a novel, entirely serverless architecture. By taking advantage of recent developments in serverless parallel computing and selective data retrieval, the …","https://academic.oup.com/nar/article/47/W1/W20/5512090","https://scholar.google.com/scholar?q=related:nKB1vdHHp3UJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
12,"C Abad, IT Foster, N Herbst, A Iosup","Serverless computing (Dagstuhl seminar 21201)",2021,"Dagstuhl Reports","drops.dagstuhl.de","https://drops.dagstuhl.de/opus/volltexte/2021/14798/","https://scholar.google.com/scholar?cites=6556597679486991769&as_sdt=2005&sciodt=0,5&hl=en",226,"2023-11-04 14:24:16","","","","",,,,,12,6.00,3,4,2,"… for serverless computing, Topic 4: evaluation of serverless … Serverless Computing” by integrating diverse views and synthesizing a shared vision for the next decade of serverless …","https://drops.dagstuhl.de/opus/volltexte/2021/14798/pdf/dagrep_v011_i004_p034_21201.pdf","https://scholar.google.com/scholar?q=related:mf345Nm2_VoJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
17,"C Cicconetti, M Conti, A Passarella","Uncoordinated access to serverless computing in MEC systems for IoT",2020,"Computer Networks","Elsevier","https://www.sciencedirect.com/science/article/pii/S1389128619313684","https://scholar.google.com/scholar?cites=17554815032945593647&as_sdt=2005&sciodt=0,5&hl=en",379,"2023-11-04 14:24:16","","","","",,,,,17,5.67,6,3,3,"… In particular, our contribution is intended for emerging serverless IoT applications, which do not have a state on the edge nodes executing tasks. We model the proposed system as a set …","","https://scholar.google.com/scholar?q=related:L81oWEM7n_MJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
39,"C Cicconetti, M Conti, A Passarella…","Toward distributed computing environments with serverless solutions in edge systems",2020,"IEEE Communications …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9040261/","https://scholar.google.com/scholar?cites=11618221483574253431&as_sdt=2005&sciodt=0,5&hl=en",195,"2023-11-04 14:24:16","","","","",,,,,39,13.00,10,4,3,"Computation offloading through stateless applications is gaining momentum thanks to the emergence of serverless frameworks with inherent scalability properties. However, adoption of …","","https://scholar.google.com/scholar?q=related:d1dBIuI2PKEJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
69,"C Cicconetti, M Conti…","A decentralized framework for serverless edge computing in the internet of things",2020,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9193994/","https://scholar.google.com/scholar?cites=14824329196688224193&as_sdt=2005&sciodt=0,5&hl=en",224,"2023-11-04 14:24:16","","","","",,,,,69,23.00,23,3,3,"Serverless computing is becoming widely adopted among cloud providers, thus making increasingly popular the Function-as-a-Service (FaaS) programming model, where the …","https://arxiv.org/pdf/2110.10974","https://scholar.google.com/scholar?q=related:wa8NmtyYus0J:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
13,"C Cox, D Sun, E Tarn, A Singh, R Kelkar…","Serverless inferencing on Kubernetes",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2007.07366","https://scholar.google.com/scholar?cites=2339310692129783392&as_sdt=2005&sciodt=0,5&hl=en",434,"2023-11-04 14:24:16","","","","",,,,,13,4.33,2,6,3,"… The increasing popularity of serverless scale-to-zero paradigms presents an opportunity for … on the KNative serverless paradigm to provide a serverless machine learning inference …","https://arxiv.org/pdf/2007.07366","https://scholar.google.com/scholar?q=related:YD6rJ67mdiAJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
9,"C Dehury, P Jakovits, SN Srirama…","Data pipeline architecture for serverless platform",2020,"… Conference, ECSA 2020 …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-59155-7_18","https://scholar.google.com/scholar?cites=9339560530184561492&as_sdt=2005&sciodt=0,5&hl=en",493,"2023-11-04 14:24:16","","10.1007/978-3-030-59155-7_18","","",,,,,9,3.00,2,4,3,"… For this matter, serverless platforms need to be mature enough to work … serverless functions. To fill this research gap, this paper presents a data pipeline architecture for the serverless …","https://drive.google.com/file/d/15Uljcf8bVqep05OILfHG5xDGu5Qp-IiR/view","https://scholar.google.com/scholar?q=related:VOPor9HInIEJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
19,"C Denninnart, J Gentry…","Improving robustness of heterogeneous serverless computing systems via probabilistic task pruning",2019,"2019 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8778313/","https://scholar.google.com/scholar?cites=1083073894551632222&as_sdt=2005&sciodt=0,5&hl=en",485,"2023-11-04 14:24:16","","","","",,,,,19,4.75,6,3,4,"Cloud-based serverless computing is an increasingly popular computing paradigm. In this paradigm, different services have diverse computing requirements that justify deploying an …","https://arxiv.org/pdf/1905.04456","https://scholar.google.com/scholar?q=related:Xrk__vfZBw8J:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
34,"C He, E Ceyani, K Balasubramanian…","Spreadgnn: Serverless multi-task federated learning for graph neural networks",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2106.02743","https://scholar.google.com/scholar?cites=8536797618538872703&as_sdt=2005&sciodt=0,5&hl=en",387,"2023-11-04 14:24:16","","","","",,,,,34,17.00,9,4,2,"… 2.3 SpreadGNN: Serverless Federated MTL for GNNs To transition to the serverless setting, we introduce a novel optimization method called Decentralized Periodic Averaging SGD (…","https://arxiv.org/pdf/2106.02743","https://scholar.google.com/scholar?q=related:f_9oRDTMeHYJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
17,"C Ivan, R Vasile, V Dadarlat","Serverless computing: An investigation of deployment environments for web apis",2019,"Computers","mdpi.com","https://www.mdpi.com/2073-431X/8/2/50","https://scholar.google.com/scholar?cites=5468937163676912237&as_sdt=2005&sciodt=0,5&hl=en",315,"2023-11-04 14:24:16","","","","",,,,,17,4.25,6,3,4,"… We present the results from our investigation of a specific serverless candidate, Web … the advantages serverless computing brings, there is no clear choice between serverless or virtual …","https://www.mdpi.com/2073-431X/8/2/50/pdf","https://scholar.google.com/scholar?q=related:bQrl61-R5UsJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
83,"C Lin, H Khazaei","Modeling and optimization of performance and cost of serverless applications",2020,"IEEE Transactions on Parallel and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9214428/","https://scholar.google.com/scholar?cites=13107329435666750853&as_sdt=2005&sciodt=0,5&hl=en",34,"2023-11-04 14:24:16","","","","",,,,,83,27.67,42,2,3,"… and cost of serverless applications. We propose a new construct to formally define a serverless … In this section, we first construct the serverless workflow of a serverless application, and …","","https://scholar.google.com/scholar?q=related:hR3wFq2W5rUJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
37,"C Wu, V Sreekanti, JM Hellerstein","Transactional causal consistency for serverless computing",2020,"Proceedings of the 2020 ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3318464.3389710","https://scholar.google.com/scholar?cites=14414935357440311536&as_sdt=2005&sciodt=0,5&hl=en",290,"2023-11-04 14:24:16","","10.1145/3318464.3389710","","",,,,,37,12.33,12,3,3,"We consider the setting of serverless Function-as-a-Service (FaaS) platforms, where storage services are disaggregated from the machines that support function execution. FaaS …","https://dl.acm.org/doi/pdf/10.1145/3318464.3389710","https://scholar.google.com/scholar?q=related:8MBygFUjDMgJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
227,"CC Tan, B Sheng, Q Li","Secure and serverless RFID authentication and search protocols",2008,"IEEE Transactions on Wireless …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4489767/","https://scholar.google.com/scholar?cites=10430163428116610926&as_sdt=2005&sciodt=0,5&hl=en",159,"2023-11-04 14:24:16","","","","",,,,,227,15.13,76,3,15,"… Thus, our serverless protocol mitigates the damage of a DoS attack. … The additional hash functions allows our protocols to be serverless and yet avoid exposing the tag secret to the …","https://www.cs.wm.edu/~liqun/paper/twc08.pdf","https://scholar.google.com/scholar?q=related:bj8pYmBiv5AJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
15,"CP Smith, A Jindal, M Chadha…","FaDO: FaaS functions and data orchestrator for multiple serverless edge-cloud clusters",2022,"2022 IEEE 6th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9799194/","https://scholar.google.com/scholar?cites=13100684218053247565&as_sdt=2005&sciodt=0,5&hl=en",358,"2023-11-04 14:24:16","","","","",,,,,15,15.00,4,4,1,"… However, current serverless compute platforms do not … , and multi-serverless applications, this flaw means serverless … scheduling across multiserverless compute clusters present at …","https://anshul-jindal.me/publication/fado/fado.pdf","https://scholar.google.com/scholar?q=related:TUKhy-L6zrUJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
102,"D Barcelona-Pons, M Sánchez-Artigas…","On the faas track: Building stateful distributed applications with serverless architectures",2019,"Proceedings of the 20th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3361525.3361535","https://scholar.google.com/scholar?cites=6147428319621039944&as_sdt=2005&sciodt=0,5&hl=en",102,"2023-11-04 14:24:16","","10.1145/3361525.3361535","","",,,,,102,25.50,34,3,4,"Serverless computing is an emerging paradigm that greatly … stateful applications with serverless architectures. Its … state management and coordination in serverless. We validate our …","","https://scholar.google.com/scholar?q=related:SEcweXwNUFUJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
20,"D Barcelona-Pons, P Sutra…","Stateful Serverless Computing with Crucial",2022,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3490386","https://scholar.google.com/scholar?cites=7598655604048550183&as_sdt=2005&sciodt=0,5&hl=en",100,"2023-11-04 14:24:16","","10.1145/3490386","","",,,,,20,20.00,7,3,1,"… -parallel stateful serverless applications. Crucial retains the simplicity of serverless computing. It … Crucial allows to port effortlessly a multi-threaded code base to serverless, where it can …","https://dl.acm.org/doi/pdf/10.1145/3490386","https://scholar.google.com/scholar?q=related:J1nYMQPZc2kJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
36,"D Bardsley, L Ryan, J Howard","Serverless performance and optimization strategies",2018,"2018 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8513710/","https://scholar.google.com/scholar?cites=17421976571652757980&as_sdt=2005&sciodt=0,5&hl=en",51,"2023-11-04 14:24:16","","","","",,,,,36,7.20,12,3,5,"… the performance profile of the serverless ecosystem in a low … serverless architectures. We confine our investigation specifically to one aspect of the AWS implementation of serverless; …","","https://scholar.google.com/scholar?q=related:3FmK5mJLx_EJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
24,"D Bermbach, J Bader, J Hasenburg…","AuctionWhisk: Using an auction‐inspired approach for function placement in serverless fog platforms",2022,"Software: Practice …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.3058","https://scholar.google.com/scholar?cites=3830632383264351931&as_sdt=2005&sciodt=0,5&hl=en",409,"2023-11-04 14:24:16","","10.1002/spe.3058","","",,,,,24,24.00,6,4,1,"… In previous work, 1 we argued that a serverless approach—which we understand as … Now, assuming a serverless world in which application components can run as functions on …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/spe.3058","https://scholar.google.com/scholar?q=related:u2aUZdsjKTUJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
45,"D Bermbach, S Maghsudi, J Hasenburg…","Towards auction-based function placement in serverless fog platforms",2020,"… Conference on Fog …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9103477/","https://scholar.google.com/scholar?cites=1707313559668285624&as_sdt=2005&sciodt=0,5&hl=en",419,"2023-11-04 14:24:16","","","","",,,,,45,15.00,11,4,3,"The Function-as-a-Service (FaaS) paradigm has a lot of potential as a computing model for fog environments comprising both cloud and edge nodes. When the request rate exceeds …","https://arxiv.org/pdf/1912.06096","https://scholar.google.com/scholar?q=related:uGA8BKOYsRcJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
9,"D Chahal, M Ramesh, R Ojha…","High performance serverless architecture for deep learning workflows",2021,"2021 IEEE/ACM 21st …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9499397/","https://scholar.google.com/scholar?cites=5131200347012521540&as_sdt=2005&sciodt=0,5&hl=en",438,"2023-11-04 14:24:16","","","","",,,,,9,4.50,2,4,2,"Serverless architecture is a rapidly growing paradigm for deploying deep learning applications performing ephemeral computing and serving bursty workloads. Serverless … a serverless …","","https://scholar.google.com/scholar?q=related:RN4Kg4evNUcJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
20,"D Chahal, R Ojha, M Ramesh…","Migrating large deep learning models to serverless architecture",2020,"2020 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9307673/","https://scholar.google.com/scholar?cites=16502788151439980595&as_sdt=2005&sciodt=0,5&hl=en",326,"2023-11-04 14:24:16","","","","",,,,,20,6.67,5,4,3,"… Serverless computing is emerging as a preferred choice … serverless platform is based on the execution time instead of resource allocation time.The pay-perrequest model of serverless …","","https://scholar.google.com/scholar?q=related:M_gaYmOuBeUJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
31,"D Du, Q Liu, X Jiang, Y Xia, B Zang…","Serverless computing on heterogeneous computers",2022,"Proceedings of the 27th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3503222.3507732","https://scholar.google.com/scholar?cites=11135554646564383379&as_sdt=2005&sciodt=0,5&hl=en",69,"2023-11-04 14:24:16","","10.1145/3503222.3507732","","",,,,,31,31.00,5,6,1,"Existing serverless computing platforms are built upon homogeneous computers, limiting the function density and restricting serverless computing to limited scenarios. We introduce …","https://ipads.se.sjtu.edu.cn/_media/publications/molecule-asplos22.pdf","https://scholar.google.com/scholar?q=related:k6przfNviZoJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
204,"D Du, T Yu, Y Xia, B Zang, G Yan, C Qin, Q Wu…","Catalyzer: Sub-millisecond startup for serverless computing with initialization-less booting",2020,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3373376.3378512","https://scholar.google.com/scholar?cites=14199483968184106632&as_sdt=2005&sciodt=0,5&hl=en",115,"2023-11-04 14:24:16","","10.1145/3373376.3378512","","",,,,,204,68.00,26,8,3,"… Serverless computing promises cost-efficiency and elasticity for high-productive software development. To achieve this, the serverless … This paper proposes Catalyzer, a serverless …","https://ipads.se.sjtu.edu.cn/zh/publications/DuASPLOS20.pdf","https://scholar.google.com/scholar?q=related:iL533W-zDsUJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
68,"D Jackson, G Clynch","An investigation of the impact of language runtime on the performance and cost of serverless functions",2018,"2018 IEEE/ACM International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8605773/","https://scholar.google.com/scholar?cites=3684349852918081564&as_sdt=2005&sciodt=0,5&hl=en",163,"2023-11-04 14:24:16","","","","",,,,,68,13.60,34,2,5,"… of serverless function execution. It presents the design and implementation of a new serverless … For optimum performance and cost management of serverless applications, Python is the …","https://arrow.tudublin.ie/cgi/viewcontent.cgi?article=1028&context=ittscicon","https://scholar.google.com/scholar?q=related:HOhxs6twITMJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
25,"D Kelly, F Glavin, E Barrett","Serverless computing: Behind the scenes of major platforms",2020,"2020 IEEE 13th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9284261/","https://scholar.google.com/scholar?cites=2992504268200201820&as_sdt=2005&sciodt=0,5&hl=en",94,"2023-11-04 14:24:16","","","","",,,,,25,8.33,8,3,3,"… on the performance of serverless functions and how they are … Specifically, we focus on the serverless offerings of the four … the underlying architecture serverless functions execute on and …","https://arxiv.org/pdf/2012.05600","https://scholar.google.com/scholar?q=related:XM7p5saChykJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
16,"D Kelly, FG Glavin, E Barrett","Denial of wallet—defining a looming threat to serverless computing",2021,"Journal of Information Security and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S221421262100079X","https://scholar.google.com/scholar?cites=10896123529693714455&as_sdt=2005&sciodt=0,5&hl=en",415,"2023-11-04 14:24:16","HTML","","","",,,,,16,8.00,5,3,2,"Serverless computing is the latest paradigm in cloud computing, offering a framework for the development of event driven, pay-as-you-go functions in a highly scalable environment. …","https://www.sciencedirect.com/science/article/pii/S221421262100079X","https://scholar.google.com/scholar?q=related:F1grwJ7ONpcJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
20,"D Kumanov, LH Hung, W Lloyd, KY Yeung","Serverless computing provides on-demand high performance computing for biomedical research",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1807.11659","https://scholar.google.com/scholar?cites=13766662557332013538&as_sdt=2005&sciodt=0,5&hl=en",400,"2023-11-04 14:24:16","","","","",,,,,20,4.00,5,4,5,"… This type of ‘serverless’ computing has tremendous potential for biomedical research in … In our proof of concept example, we demonstrate how serverless computing provides low cost …","https://arxiv.org/pdf/1807.11659","https://scholar.google.com/scholar?q=related:4gFyMKgCDb8J:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
54,"D Pinto, JP Dias, HS Ferreira","Dynamic allocation of serverless functions in IoT environments",2018,"2018 IEEE 16th international …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8588841/","https://scholar.google.com/scholar?cites=6483106042501379951&as_sdt=2005&sciodt=0,5&hl=en",140,"2023-11-04 14:24:16","","","","",,,,,54,10.80,18,3,5,"… of serverless functions, but not all serverless functions are suitable to run on low-end devices. To choose where each serverless … choose to have all serverless functions running in the …","https://arxiv.org/pdf/1807.03755","https://scholar.google.com/scholar?q=related:b7d7wJie-FkJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
25,"D Poccia","AWS Lambda in Action: Event-driven serverless applications",2016,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=8jozEAAAQBAJ&oi=fnd&pg=PT15&dq=serverless&ots=fzpAysLKDg&sig=YpmNVjZyHtOEtwNMOUk2iJaXKmU","https://scholar.google.com/scholar?cites=2603330850544276735&as_sdt=2005&sciodt=0,5&hl=en",454,"2023-11-04 14:24:16","BOOK","","","",,,,,25,3.57,25,1,7,"… serverless. As a developer Evangelist, Danilo has a wealth of experience explaining serverless … This introduction will suit beginners, as well as those with a grounding in the serverless …","","https://scholar.google.com/scholar?q=related:_9SBk53jICQJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
13,"D Saxena, T Ji, A Singhvi, J Khalid…","Memory deduplication for serverless computing with medes",2022,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3492321.3524272","https://scholar.google.com/scholar?cites=1667970438521639015&as_sdt=2005&sciodt=0,5&hl=en",300,"2023-11-04 14:24:16","","10.1145/3492321.3524272","","",,,,,13,13.00,3,5,1,"… We present a serverless framework, Medes, that breaks the … the warm sandboxes running on serverless platforms have a high … using real-world serverless workloads demonstrate that …","https://dl.acm.org/doi/pdf/10.1145/3492321.3524272","https://scholar.google.com/scholar?q=related:Z1Dvy0bSJRcJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
12,"D Schall, A Margaritov, D Ustiugov…","Lukewarm serverless functions: characterization and optimization",2022,"Proceedings of the 49th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3470496.3527390","https://scholar.google.com/scholar?cites=5231528496196029551&as_sdt=2005&sciodt=0,5&hl=en",137,"2023-11-04 14:24:16","","10.1145/3470496.3527390","","",,,,,12,12.00,3,4,1,"Serverless computing has emerged as a widely-used paradigm for running services in the cloud. In serverless, developers organize their applications as a set of functions, which are …","https://www.pure.ed.ac.uk/ws/files/263122251/Lukewarm_Serverless_SCHALL_DOA26032022_AFV.pdf","https://scholar.google.com/scholar?q=related:bwwZEHMfmkgJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
11,"D Sokolowski, P Weisenburger…","Automating serverless deployments for DevOps organizations",2021,"Proceedings of the 29th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3468264.3468575","https://scholar.google.com/scholar?cites=1603913590010715502&as_sdt=2005&sciodt=0,5&hl=en",477,"2023-11-04 14:24:16","","10.1145/3468264.3468575","","",,,,,11,5.50,4,3,2,"… on serverless computing, µs is not limited to serverless resources. We only require that a resource is controllable via a CRUD API. This is naturally the case in serverless … that serverless …","https://programming-group.com/assets/pdf/papers/2021_Automating-Serverless-Deployments-for-DevOps-Organizations.pdf","https://scholar.google.com/scholar?q=related:bp0Ch-k-QhYJ:scholar.google.com/&scioq=serverless&hl=en&as_sdt=0,5&as_vis=1"
